,Abusive Words
2961,කරුමයක්
2962,තෝ
2963,කරුමයක්
2964,වේස
2965,වැඩ
2966,යකෝ
2967,තොපි
2968,ජරාම
2969,ජතියක්
2970,පො
2971,පො
2972,නොදකින්
2973,කාලකණ්නි
2974,හුජ්ජ
2975,පුක
2976,සක්කිලි
2977,සක්කිලි
2978,පිස්සා
2979,බයියො
2980,ගොන්
2981,පොන්න
2982,සක්කිලි
2983,කාපන්
2984,ගූ
2985,හිඟන
2986,වේසි
2987,අසික්කිතයි
2988,තෝ
2989,හරකා
2990,පකෝ
2991,පූස්
2992,රෙද්ද
2993,අස්සේ
2994,යකො
2995,බිජ්ජ
2996,වේස
2997,බූරුවො
2998,බූරුවො
2999,යකෝ
3000,තෝ
3001,නෙද්දකින්
3002,මෝඩ
3003,කම
3004,නුගත්
3005,වහලා
3006,හරකා
3007,කුපාඩි
3008,පල
3009,වේසි
3010,රෙද්ද
3011,උස්සං
3012,රෙද්ද
3013,උස්සන්
3014,හුකනවා
3015,පක්කො
3016,හෑයියා
3017,තෝ
3018,නොදකින්
3019,බල්ලා
3020,හුජ්ජ
3021,කාලකණ්නි
3022,ගොන්
3023,මෝඩ
3024,මුසලයෙක්
3025,පිස්සු
3026,ගොන්
3027,පරට්ට
3028,හුකන්නා
3029,අමු
3030,ගොන්
3031,හරක්
3032,යකෝ
3033,පලයන්
3034,පස්ස
3035,පුක
3036,හැමිනෙන්න
3037,ලබ්බකට
3038,පිස්සු
3039,යක්කු
3040,බිජ්ජ
3041,අවජාතක
3042,උගත්
3043,කමක්
3044,නැති
3045,ගොන්
3046,ගොන්
3047,සක්කිලි
3048,හැත්ත
3049,තොපිල
3050,ෆුකක්
3051,නොදකු
3052,තෝ
3053,බිජ්ජ
3054,බූරුවා
3055,ගොනා
3056,හරකා
3057,මීමා
3058,මී
3059,හරකා
3060,යකෝ
3061,ලැට්
3062,කටා
3063,ලබ්බකටද
3064,යකෝ
3065,තොපි
3066,පුකේ
3067,ඌ
3068,සිපයියෙක්
3069,අවජාතක
3070,බල්ලෝ
3071,පඩ
3072,සාප
3073,සාප
3074,පර
3075,හැත්ත
3076,පොන්නයො
3077,පයිය
3078,ගොන්
3079,වස්සෙක්
3080,යකො
3081,මෝඩ
3082,මුසලයෙක්
3083,යකො
3084,තුක්
3085,නොදකින්
3086,පල
3087,මල්
3088,පොන්නය
3089,කුනු
3090,හුත්තක්
3091,පක
3092,ජංගි
3093,තොගේ
3094,සක්කිලියා
3095,වේසියො
3096,තෝ
3097,තෝ
3098,තොපිට
3099,ගොබ්බන්ට
3100,කිම්බ
3101,පලයන්කො
3102,හුත්තො
3103,ගොං
3104,නාකි
3105,හම්පඩ
3106,උගුස්සගෙ
3107,කිම්බ
3108,යකෝ
3109,ගොං
3110,හැත්ත
3111,මැඩි
3112,වාහෙලා
3113,හැත්ත
3114,කාලකණ්ණි
3115,ගොලු
3116,වේසි
3117,කිම්බ
3118,පුප
3119,තෝ
3120,හරක්
3121,පකයෙක්
3122,පොන්නයෝ
3123,තෝ
3124,පොන්නයා
3125,තෝට
3126,ගොං
3127,වේසියෙ
3128,පට්ට
3129,වේසි
3130,තෝ
3131,ගඳ
3132,බල්ලෙක්
3133,පුකේඉදන්පිස්සු
3134,තෝ
3135,තෝ
3136,හුත්තෝ
3137,නොදකින්
3138,වලත්ත
3139,ලබ්බක්ද
3140,කොළුකාරයගෙ
3141,පුක
3142,හුත්තක්
3143,බැල්ලියෝ
3144,පස්ස
3145,ලබ්බ
3146,හුත්තෝ
3147,ලබ්බ
3148,තො
3149,තෝ
3150,තෝ
3151,හිටපිය
3152,මරනවා
3153,තන්
3154,හුජ්ජ
3155,කක්කි
3156,බර
3157,යකෝ
3158,පස්ස
3159,කක්කුසියේ
3160,සක්කිලි
3161,නොදකින්
3162,කෙලින
3163,කාලකණ්ණි
3164,බිජ්ජ
3165,ගොං
3166,බල්ලො
3167,තොගෙ
3168,පුකේද
3169,ගොං
3170,නාම්බෝ
3171,භල්ලෝ
3172,කාලකණ්ණි
3173,මැරිල
3174,පලයන්
3175,කාලකණ්ණි
3176,නූගත්තු
3177,හුජ්ජ
3178,කොල්ලෙක්ලු
3179,වේස
3180,පයිය
3181,ටෞකන
3182,අම්බරුවෝ
3183,පල
3184,මුසලයා
3185,පුක
3186,සක්කිලි
3187,සක්කිලි
3188,බල්ලට
3189,පුක
3190,අවලං
3191,හැත්ත
3192,ලබ්බද
3193,වල්
3194,කැත
3195,ලබ්බවල්
3196,කියවපන්
3197,පයිය
3198,පොන්න
3199,හැතිකරය
3200,තොපි
3201,තොපි
3202,තෝ
3203,තොපි
3204,ගොං
3205,මහ
3206,හරක්
3207,උඹලා
3208,පස්ස
3209,ලෙවකන
3210,ගොංවංශ
3211,ගොංමංපිල
3212,පොන්නයෝ
3213,පුක
3214,තැරි
3215,දාර
3216,බිජ්ජ
3217,බිජ්ජේ
3218,බඩුවක්
3219,හුත්තො
3220,තෝ
3221,තොට
3222,පුක
3223,වේසිගේ
3224,පව්කාර
3225,හැත්ත
3226,කැ
3227,වේ
3228,පුතා
3229,බිජ්ජේ
3230,හුත්ත
3231,පකේ
3232,ලොන්ත
3233,පකඩයෝ
3234,කාලකණ්ණිකම්
3235,තොපිලට
3236,හෙන
3237,යකෝ
3238,හෙන
3239,යකෝ
3240,බඩු
3241,ගහද්දි
3242,උත්තෝ
3243,පුක
3244,ඇමිණින්න
3245,සමනල්
3246,පොන්නයෝ
3247,තෝ
3248,පොන්නයා
3249,තොගේ
3250,පොන්නකම
3251,ගහගනිං
3252,පුකේ
3253,පකයා
3254,හැමිණෙන්න
3255,කිම්බට
3256,පුක
3257,පොන්නයා
3258,නොදොකින්
3259,ජරා
3260,හැත්ත
3261,යකෝ
3262,පලයන්
3263,යන්න
3264,ගොන්
3265,ආතල්
3266,හුජ්ජ
3267,පෙරේත
3268,හැත්ත
3269,මුසලයා
3270,හරකා
3271,වගේ
3272,ගුටිත්
3273,මී
3274,හරකෙක්
3275,මී
3276,කැරි
3277,වේස
3278,තන්
3279,රෙද්ද
3280,රෙවිල
3281,තොපි
3282,ලොන්ත
3283,නාකියත්
3284,තුක්
3285,නොදකින්
3286,කාලකණ්ණි
3287,අඩො
3288,වේසි
3289,හැමිනෙන්නේ
3290,පයි
3291,හැමිනෙන්නත්
3292,වනචර
3293,හැත්ත
3294,පුකක්
3295,පුක
3296,අසික්කිතයි
3297,හුත්ත
3298,තෝ
3299,වේස
3300,හැත්තක්
3301,යකෝ
3302,බං
3303,උඹ
3304,උඹව
3305,උඹ
3306,බං
3307,උඹට
3308,උඹේ
3309,රෙද්ද
3310,ගොනා
3311,කැම්රි
3312,හුම්කන්නා
3313,තෝ
3314,සක්කිලි
3315,බල්ලා
3316,වහල්ලු
3317,නාකි
3318,පකයි
3319,ඔකුන්
3320,තමුසෙ
3321,ජාවාරම්
3322,මෝඩයා
3323,පලයන්
3324,සක්කිලි
3325,හැත්ත
3326,පර
3327,සක්කිලි
3328,නොදකින්
3329,තූ
3330,නොදකින්
3331,කාලකන්නියා
3332,රෙද්ද
3333,හුජ්ජ
3334,තෝ
3335,පරට්ටී
3336,හුත්තො
3337,පොන්නයා
3338,වේස
3339,හුකන්නා
3340,හෙණ
3341,ගහපන්
3342,පොන්නයා
3343,රෙන
3344,ගෙම්බෙක්
3345,පුකක්
3346,නොදකින්
3347,හුත්ත
3348,හුකාන
3349,සක්කිලි
3350,මූ
3351,වල්
3352,හැත්ත
3353,හුජ්ජ
3354,පොන්න
3355,සිකයියෙක්ට
3356,අසික්කිත
3357,සුනඛයෙක්
3358,යකෝ
3359,නොදකින්
3360,කාලකණ්ණි
3361,කාලකණ්ණි
3362,කාලකණ්ණි
3363,හෙන
3364,පොන්න
3365,කාලකණ්ණි
3366,හැත්ත
3367,නොදකින්
3368,මුසලයා
3369,කොන්ද
3370,පණ
3371,නැති
3372,අවජාතකයෝ
3373,තොපි
3374,නිවටයන්ගේ
3375,යකෝ
3376,පක
3377,සාප
3378,සාප
3379,මෝඩ
3380,අමනුස්ස
3381,හැත්ත
3382,පකෝ
3383,තෝ
3384,ගොංනේ
3385,පකෝ
3386,ගෝතයෝ
3387,අවජාතක
3388,පොන්න
3389,බිජ්ජ
3390,පිස්සු
3391,පිස්සු
3392,පිස්සු
3393,පිස්සො
3394,මෝඩයෝ
3395,බිජ්ජ
3396,පුක
3397,ගූ
3398,හතයි
3399,කෙබර
3400,කෙළින
3401,කටක්
3402,තෝ
3403,පයිය
3404,නොදකින්
3405,සක්කිලි
3406,හැත්ත
3407,පරයො
3408,රෙද්ද
3409,බයික්
3410,වේස
3411,බයික්
3412,යකෝ
3413,තොපි
3414,කාලකන්නි
3415,බලාපිය
3416,තොපිම
3417,තොපි
3418,තොපිම
3419,තොපිම
3420,රෙද්ද
3421,පඩංගු
3422,පඩංගු
3423,වේසියෙර්
3424,හුත්ත
3425,පිස්සු
3426,තොපි
3427,කුහකයෝනේ
3428,තොපිට
3429,හරකා
3430,හරකා
3431,හරකා
3432,හරකා
3433,බඩුව
3434,ගොන
3435,ගනිකාව
3436,කුහකයන්ට
3437,වේසකමේ
3438,ගු
3439,රෙදි
3440,නැතුව
3441,පොන්න
3442,ආණ්ඩුවට
3443,කොරවක්
3444,පුක්කි
3445,වේස
3446,බල්ලෝ
3447,හුජ්ජ
3448,හුත්තක්ද
3449,සක්කිලි
3450,බැල්ලියනේ
3451,තෝ
3452,වේසිගෙ
3453,පුතෝ
3454,හුත්තො
3455,පකෑලා
3456,වේස
3457,බඩුවගෙ
3458,ගූ
3459,හුකේ
3460,ගොන්
3461,හුත්තෝ
3462,හරක්
3463,පයිය
3464,පරයා
3465,කාපිය
3466,තොපි
3467,කාලකණ්ණි
3468,තෝ
3469,මරන්න
3470,පකයෝ
3471,පොරක්
3472,හුත්තෝ
3473,කාලකණ්ණි
3474,පොන්න
3475,සාප
3476,යකෝ
3477,පර
3478,තඩි
3479,අවජාතක
3480,වේසිගේ
3481,මෝඩ
3482,කම
3483,හුත්ත
3484,හුත්ති
3485,වේසි
3486,පොට්ටයෝ
3487,මෝඩ
3488,වහල්ලු
3489,පිස්සියක්
3490,හුජ්ජ
3491,පුකේ
3492,කිම්බ
3493,පොන්නයින්ටම
3494,පක
3495,හුජ්ජයි
3496,කාලකණ්නි
3497,නොදකින්
3498,ගොබ්බ
3499,හරකෙක්
3500,තප්පුලනවා
3501,උඹලා
3502,අම්මගේ
3503,රෙද්දයි
3504,බැල්ලිගේ
3505,ගොනා
3506,තෝ
3507,තන්
3508,තන්
3509,තන්
3510,පයිය
3511,හැමනෙන්න
3512,කැරි
3513,වේසිඟේ
3514,පකේ
3515,හුත්තෝ
3516,අයිසෙ
3517,ගොබ්බයෙක්
3518,ඕකගෙන්
3519,රෙද්ද
3520,තුප්පහි
3521,කුප්ප
3522,පොන්න
3523,කැරියගෙ
3524,මෝඩ
3525,හරක්
3526,ගොනෙක්
3527,බුරු
3528,පුතානෝ
3529,තවුසෙ
3530,ගොන්
3531,හරක්
3532,තවුසෙ
3533,බුරුවො
3534,වලලියන්
3535,හුජ්ජ
3536,රෙද්ද
3537,පක
3538,පුක
3539,නොදකිං
3540,තොපි
3541,ටෝ
3542,කාලකන්ණි
3543,සක්කිලියන්ගේ
3544,අවජාතක
3545,බඩුව
3546,බල්ලො
3547,බැල්ලි
3548,පිස්සු
3549,හුකන්නලා
3550,යකෝ
3551,යකෝ
3552,පුක
3553,කාලකණ්ණි
3554,පරයින්ගෙන්
3555,බැල්ලිගෙ
3556,අනාථ
3557,සක්කිලි
3558,පර
3559,සුද්දන්ට
3560,අවජාතකයෝ
3561,සක්කිලි
3562,වේස
3563,පක්කු
3564,කෑල්ල
3565,ලෑලි
3566,කෑල්ල
3567,තොපිට
3568,ගොන්
3569,බිජ්ජොන්ට
3570,පකයලා
3571,නොදකින්
3572,මෝඩ
3573,හුකන්නලා
3574,පරට්ටි
3575,තෝ
3576,විඳවපිය
3577,තෝ
3578,ගස්
3579,බැල්ලි
3580,අප්පිරියත්
3581,සික්
3582,රෙද්ද
3583,පල්ලෙන්
3584,බේරෙ
3585,කාලකණ්ණි
3586,බිජ්ජ
3587,බැල්ලි
3588,තෝ
3589,තෝ
3590,පරට්ටි
3591,නාකි
3592,සක්කිලි
3593,සෙවළ
3594,පැණියොත්
3595,තන්
3596,දෙක
3597,පුකේ
3598,තන්දෙක
3599,ගොන්
3600,බිජ්ජන්ගෙ
3601,ප
3602,කිම්බ
3603,පුක
3604,පිස්සු
3605,මෝඩ
3606,මෝඩ
3607,තොපි
3608,බඩ
3609,පලයන්
3610,සාප
3611,ලේ
3612,බඩ
3613,මැරීයන්
3614,වේසි
3615,හුත්ති
3616,යකෝ
3617,සක්කිලි
3618,අවජාතක
3619,පකයි
3620,තොපිට
3621,සාප
3622,වේවා
3623,සාප
3624,වේවා
3625,පයියෙං
3626,පයිය
3627,බලු
3628,හැත්ත
3629,කාලකණ්ණි
3630,තුප්පහි
3631,සක්කිලි
3632,හොර
3633,චීවර
3634,නඩ
3635,තෝ
3636,කාලකණ්නි
3637,ගොං
3638,වස්සෝ
3639,හුත්තෝ
3640,කැරියා
3641,තොගේ
3642,අවජාතක
3643,හැත්ත
3644,බල්ලෝ
3645,තොට
3646,ගොනා
3647,ගෑණි
3648,යකො
3649,පක
3650,නොදකින්
3651,බිජ්ජ
3652,පරයා
3653,සක්කිලි
3654,පච
3655,තොට
3656,හෙණ
3657,ගහපන්
3658,මෝඩ
3659,මූසලය
3660,මෝඩ
3661,ගෙම්බා
3662,බිජ්ජක්වත්
3663,පල
3664,හුත්තී
3665,වද
3666,වේසී
3667,හුත්ත
3668,පකෙක්ද
3669,පරට්ට
3670,බැල්ලි
3671,පයිය
3672,බලුවැඩ
3673,පරයෙක්
3674,හුත්තලටනන්
3675,තෝ
3676,වල්
3677,බල්ලෝ
3678,ගස්
3679,බල්ලා
3680,තෝ
3681,ලබ්බක්
3682,ගල්
3683,මූසලයා
3684,සක්කිලි
3685,සක්කිලි
3686,පලයන්
3687,පස්ස
3688,පැත්තට
3689,තමුසෙ
3690,තිරිසං
3691,බෙටි
3692,කුක්කෙක්
3693,හරකා
3694,මෝඩ
3695,පිස්සු
3696,හුත්තෙක්
3697,වැල
3698,වල්
3699,ඌරා
3700,වල්
3701,ඌරා
3702,හූණු
3703,බිජ්ජකි
3704,තමුසෙ
3705,තමුසෙගෙ
3706,තමුසෙ
3707,නොදකින්
3708,මෝඩ
3709,හරක්
3710,කිම්බ
3711,අලි
3712,මීහරකා
3713,කාලකන්නි
3714,සක්කිලි
3715,බල්ලො
3716,තොපි
3717,තොපේ
3718,නොදකින්
3719,අසහනකාරයා
3720,හුත්තනෙ
3721,පක
3722,තොපිට
3723,සක්කිලි
3724,පයිය
3725,වේස
3726,නොදකින්
3727,පොන්න
3728,රැල
3729,හරක්ද
3730,යකෝ
3731,පකෝ
3732,නොදකින්
3733,කාලකණ්ණියෙක්
3734,නොදකින්
3735,පකේ
3736,ලබ්බ
3737,හරකා
3738,හුජ්ජ
3739,යකෝ
3740,පිච්චන්ම
3741,තූ
3742,ගෑණි
3743,හුජ්ජ
3744,කාලකණ්ණි
3745,පොන්න
3746,හැත්ත
3747,ලබ්බ
3748,කොන්ද
3749,පන
3750,නැති
3751,පොන්න
3752,කාලකණ්ණි
3753,හැත්ත
3754,රියල්
3755,පොන්නයො
3756,තොගෙ
3757,අම්මා
3758,වේසියක්
3759,තොගෙ
3760,රස්තියදු
3761,කාරයෙක්
3762,තෝ
3763,හුජ්ජ
3764,කරලා
3765,බුදියගනින්
3766,ගෑණි
3767,හොර
3768,ගෑණි
3769,රෙද්ද
3770,ලබ්බේ
3771,තො
3772,පර
3773,බල්ලා
3774,හෙන
3775,ගහපිය
3776,අවජාතක
3777,සක්කිලි
3778,රෙද්ද
3779,බල්ලා
3780,බල්ලා
3781,පරයා
3782,බල්ලා
3783,පරයා
3784,මඩකරි
3785,සක්කිලි
3786,තොට
3787,බිජ්ජ
3788,මෝඩ
3789,ගොනා
3790,කබ්බොන්ව
3791,පුක
3792,දෙන
3793,මූ
3794,යකෝ
3795,පිස්සා
3796,මූ
3797,යකෝ
3798,කාලකණ්ණි
3799,තෝ
3800,මූ
3801,වේසි
3802,තෝවා
3803,හැලපයා
3804,පරයයෙක්
3805,හුජ්ජ
3806,සෙවල
3807,මුසලයා
3808,ලබ්බ
3809,වල්
3810,බැල්ලි
3811,තොට
3812,වල්
3813,බැල්ලි
3814,තොට
3815,සක්කිලි
3816,මොඩ
3817,හැත්ත
3818,ගොන්
3819,හරක්
3820,හෙනගහපන්
3821,තූ
3822,නෙදකින්
3823,සංකර
3824,බල්ලන්ට
3825,බැල්ලියන්ට
3826,නපුන්සකයින්ට
3827,කාළකණ්නි
3828,මළ
3829,පෙරේත
3830,හැත්ත
3831,මන්ධබුද්ධික
3832,නාකි
3833,ලොන්තයෙක්
3834,තෝ
3835,මැරිලම
3836,පල
3837,නාකි
3838,පොන්නයා
3839,හැත්ත
3840,ගොන්
3841,පර
3842,හැත්ත
3843,බැල්ලි
3844,යකෝ
3845,මුන්ගේ
3846,පකෝ
3847,හැමිනෙන්නෙපා
3848,ගොන්
3849,හැත්ත
3850,මුසලයෝ
3851,වේසිගේ
3852,පුතාලා
3853,වේස
3854,කමේ
3855,අවජාතක
3856,හරකා
3857,හුත්තට
3858,හුත්ත
3859,බුරැවො
3860,යකෝ
3861,තොට
3862,ගඳ
3863,සක්කිලි
3864,උත්තක්නෙ
3865,පලයන්
3866,යන්න
3867,කෙලින්න
3868,කෙලින්න
3869,නිවට
3870,පිම්පියො
3871,තූ
3872,නොදකින්
3873,රෙද්ද
3874,පකෝ
3875,පුක
3876,හුත්ත
3877,හුකාපිය
3878,පඩ
3879,ෂෝ
3880,තොපි
3881,යකෝ
3882,පිස්සා
3883,පිස්සු
3884,හෙණ
3885,ගහනවා
3886,තොට
3887,හොර
3888,කාළකන්ණියා
3889,නොදකින්
3890,පිස්සු
3891,යකා
3892,වල්
3893,බල්ලා
3894,ගොනා
3895,ඌට
3896,හැමනෙන්න
3897,හුකන්නැතුව
3898,පයිය
3899,ගොටුකොළ
3900,පොන්නයොයි
3901,තුත්තිරි
3902,වේසාවියොයි
3903,හුත්තේ
3904,පකෝ
3905,පරයෙක්
3906,රෙද්ද
3907,ටහිකෙනවා
3908,යකෝ
3909,කිම්බ
3910,කැරිම
3911,පොන්න
3912,රෙද්ද
3913,පයිය
3914,හුකයි
3915,මෝඩ
3916,හුට්ටප්පරේ
3917,කාළකණ්නි
3918,බල්ලොන්ට
3919,බලු
3920,පලයන්
3921,නාකිය
3922,නොදකින්
3923,නොදකින්
3924,මැටි
3925,හරකාගේ
3926,හුකන්න
3927,හුජ්ජ
3928,පලයන්
3929,තොපිලට
3930,පිස්සු
3931,යකෝ
3932,ගොන්
3933,හැත්ත
3934,අවජාතක
3935,පොන්න
3936,චූ
3937,කොල්ලෙක්
3938,පුකයි
3939,ලබ්බක්
3940,තමුසෙලා
3941,හුත්ත
3942,තොපි
3943,හරාම්
3944,හැත්ත
3945,පකෙ
3946,නොදකින්
3947,ගොබ්බ
3948,හැත්ත
3949,හුජ්ජ
3950,ලොල්ලෙක්
3951,තෝ
3952,තොගෙ
3953,උලමා
3954,පර
3955,හැත්ත
3956,තෝ
3957,අවජාතක
3958,පරයන්
3959,පලයන්
3960,හිකනලා
3961,රෙද්දේ
3962,පල
3963,පොන්න
3964,තම්බියා
3965,තොපි
3966,පුක
3967,කක්කා
3968,ගොන්
3969,හිගන්නොද
3970,උඹ
3971,පක
3972,චලකයෝ
3973,බිජ්ජ
3974,මෝඩ
3975,අසහන
3976,කාරයෙක්
3977,වේස
3978,බල්ලෝ
3979,හෙළුව
3980,රෙද්ද
3981,පල්ලෙ
3982,පොන්න
3983,අමුම
3984,කාලකන්නියෙක්
3985,පක
3986,පුක
3987,හුජ්ජ
3988,කල්ල
3989,මීහරකා
3990,පකෝ
3991,තොපි
3992,අලි
3993,කාලකණ්ණි
3994,ලබ්බ
3995,ගොං
3996,හරකා
3997,තෝ
3998,මෝඩයෙක්
3999,කෙළවෙලා
4000,පලයන්
4001,කුණු
4002,වුණ
4003,කාලකණ්ණි
4004,හුජ්ජ
4005,බිජ්ජ
4006,චූ
4007,තම්බි
4008,තොපිට
4009,බලු
4010,හැත්ත
4011,මෝඩ
4012,තොපි
4013,තෝ
4014,පරගැති
4015,හැත්ත
4016,පුක
4017,ගොන්
4018,හැත්ත
4019,කැත
4020,තඩි
4021,ගොන්
4022,මීහරකා
4023,ගොන්
4024,ගොන්
4025,හු
4026,හු
4027,හුත්ත
4028,ගොන්
4029,තඩි
4030,බූරුවා
4031,පකෝ
4032,හරකා
4033,පුක
4034,කාලකන්නි
4035,පුක
4036,තමුසේ
4037,මොක්කුද
4038,ජරා
4039,සත්තු
4040,වාසල
4041,පොන්න
4042,පොන්නයා
4043,තෝ
4044,තොපිලගෙ
4045,පස්ස
4046,පොන්න
4047,පොන්නයොත්
4048,ලබ්බ
4049,හැත්ත
4050,නොදකින්
4051,පංකාවේ
4052,තොපි
4053,හිඟන
4054,කැම්පස්
4055,කාරයෝ
4056,පොන්න
4057,වේසි
4058,වේසි
4059,තෝ
4060,පුක
4061,ගහප්
4062,හෙනගහනවා
4063,තොපිට
4064,සක්කිලි
4065,හැත්ත
4066,යකෝ
4067,බල්ලෝ
4068,බිජ්ජ
4069,හිවලො
4070,පයින්
4071,තෝ
4072,හිටපං
4073,තොපි
4074,වහල්
4075,හැත්ත
4076,හුක
4077,හුක
4078,හරක්
4079,පුක
4080,පලයන්
4081,හුත්තෝ
4082,මගුල
4083,කරුම
4084,තෝ
4085,තොට
4086,තමුසෙල
4087,තමුසෙලා
4088,පිස්සු
4089,ජෝක්
4090,ඕයි
4091,ගොන්
4092,සක්කිලි
4093,හැතිකරය
4094,යකෝ
4095,පුකේ
4096,පිස්සු
4097,පුකේ
4098,පිස්සු
4099,පොන්නයෙක්නෙ
4100,අයිසෙ
4101,කැරි
4102,බඩුවක්
4103,හුත්තික්කෙල්ල
4104,බඩුව
4105,කාලකන්නි
4106,පොල්
4107,බුරුවා
4108,ගොම්මං
4109,මුසලයා
4110,පිස්සා
4111,පර
4112,හැත්ත
4113,තු
4114,නොදකින්
4115,පකෝ
4116,පයිය
4117,තමුසෙත්
4118,තමුසෙ
4119,තමුසෙ
4120,ගොන්
4121,හරකා
4122,තෝ
4123,හුජ්ජ
4124,බිජ්ජ
4125,මෝඩ
4126,හැත්ත
4127,අසූචි
4128,ඌරෙක්
4129,මහපරයලා
4130,කාලකණ්ණි
4131,තප්පුලන්න
4132,හුජ්ජ
4133,තක්කඩි
4134,වහල්
4135,ගොන්
4136,හැත්ත
4137,මරන්නෝන
4138,අම්මටහුඩු
4139,යකෝ
4140,ටෞකන්ඩ
4141,පුක
4142,ලොල්ලො
4143,මුසලෙ
4144,හු•තො
4145,තොපිට
4146,තොපිව
4147,උඹේ
4148,කියපන්
4149,පයිය
4150,පොන්නද
4151,හුකන
4152,හුත්ති
4153,ඌට
4154,නොදකින්
4155,වේසි
4156,පුතාගෙන්
4157,බැල්ලි
4158,අවජාතක
4159,හැත්ත
4160,පුක
4161,පොන්න
4162,පකද
4163,පයිය
4164,තුහ්
4165,නොදකින්
4166,වසල
4167,හැත්ත
4168,පෙති
4169,පෙති
4170,කපන්න්
4171,ගොන්
4172,මෝඩ
4173,බල්ලන්
4174,බඩගෝස්තරවාදීන්
4175,තොපි
4176,හැත්ත
4177,නොදකින්
4178,වල්
4179,බල්ලා
4180,ජාතිවාදීයා
4181,පර
4182,හැත්ත
4183,කාලකන්නි
4184,වේසිගෙ
4185,බැල්ලියෝ
4186,වේසම
4187,වේස
4188,හුකේ
4189,නන්නානේ
4190,ජංගියා
4191,තෝ
4192,ගස්
4193,ලබ්බා
4194,පලයන්
4195,හුත්තො
4196,ගොන්
4197,පකේලා
4198,පොන්න
4199,හැත්ත
4200,පුකෙනුත්
4201,වාචාලයා
4202,උඹ
4203,සිඹින්නෙක්
4204,ලබ්බක්
4205,ගල
4206,ගලට
4207,සාපයක්
4208,කුප්ප
4209,පක
4210,බොල
4211,නාකි
4212,පුත්තලම්
4213,බූරුවො
4214,තෝ
4215,තොට
4216,යකෝ
4217,ගොබ්බ
4218,සක්කිලි
4219,කල්ලතෝනින්ට
4220,කාලකණ්ණි
4221,හැතිකරේ
4222,පිස්සු
4223,හුත්තෙක්
4224,මොංගල්
4225,අවජාතක
4226,සක්කිලි
4227,පකයල
4228,පලයන්
4229,තෝ
4230,බයි
4231,තමුසෙලා
4232,සක්කිලි
4233,බල්ලෙක්
4234,පොන්නයනෙ
4235,පුක
4236,පරහැත්ත
4237,තොපි
4238,තොපිට
4239,තොගෙ
4240,නොදකින්
4241,ගොන්
4242,හැත්ත
4243,තොපි
4244,ගොබ්බ
4245,යකෝ
4246,කොටි
4247,හැත්ත
4248,අවජාතක
4249,පරට්ට
4250,බැල්ලි
4251,පරට්ට
4252,ටෞකන්ඩ
4253,නාකි
4254,පොප්සියො
4255,යකෝ
4256,තොට
4257,තොපි
4258,රන්නපොජිතයා
4259,ට
4260,හුක්
4261,ගොන්කම
4262,තොගෙ
4263,තොගෙ
4264,කැරියා
4265,ටහිකෙන
4266,බඩුවට
4267,බඩුව
4268,පොන්න
4269,ගොනෙක්ද
4270,කාලකණ්ණි
4271,පුක
4272,පුක
4273,ඉරාගෙන
4274,හුකන්න
4275,හුකවන්න
4276,වේසි
4277,පකෝ
4278,තෝ
4279,වේසියෝ
4280,පුකෙ
4281,වේසි
4282,කිම්බා
4283,යකෝ
4284,තොට
4285,වඳයෝ
4286,තෝ
4287,තෝ
4288,ඕකා
4289,ඕකාට
4290,කටට
4291,දුන්නද
4292,පොන්න
4293,හරකුන්ගේ
4294,බල්ලො
4295,පයියක
4296,තොට
4297,තොට
4298,ගොන්
4299,හරකා
4300,පයිය
4301,හුජ්ජ
4302,පරයන්ගේ
4303,සක්කිලි
4304,හැත්ත
4305,කපනව
4306,ඩෝ
4307,බිජ්ජ
4308,පුක
4309,අප්පිරියයි
4310,පොන්න
4311,පොන්න
4312,මෝඩ
4313,නාකියා
4314,පොන්නයො
4315,තොට
4316,තෝ
4317,පට්ට
4318,ගොන්
4319,වහල්ලූ
4320,මෝඩ
4321,හැත්ත
4322,ගොන්
4323,හරකෙක්
4324,වැද්ද
4325,පකවල්
4326,හුත්තො
4327,පුක
4328,හැමිනෙන්න
4329,බඩුව
4330,හුකා
4331,හුජ්ජ
4332,බිජ්ජ
4333,බඩුවක්
4334,බඩු
4335,ගොන්
4336,හරකා
4337,හුකාපන්
4338,හුත්ත
4339,අසහනකාරයෙක්
4340,හුත්තක්
4341,වේස
4342,ගෑණූ
4343,හෙන
4344,ගහපන්
4345,තොපි
4346,හැත්ත
4347,බුරුත්තටම
4348,අසමජ්ජාති
4349,කාරයො
4350,සාපයක්
4351,පඩත්තර
4352,බැල්ලි
4353,නකි
4354,නොදකින්
4355,පොන්නයෙක්
4356,ගෑනුන්ට
4357,බිජ්ජ
4358,පොටෝ
4359,පොන්නයෙක්
4360,බිජ්ජ
4361,බඩුව
4362,බඩුවට
4363,ගොනා
4364,පකෝ
4365,තොපි
4366,ලබ්බකුත්
4367,පස්ස
4368,පුක
4369,සක්කිලි
4370,වේ
4371,යකෝ
4372,ඇටේ
4373,පයිය
4374,පයියක්
4375,මෝඩ
4376,ඌරා
4377,පාහරයන්
4378,අම්මලාගෙ
4379,රෙද්ද
4380,සක්කිලි
4381,තුප්පහි
4382,හිවල්
4383,හැතිකරේ
4384,හුටන්
4385,වේස
4386,වේස
4387,ගුලි
4388,හුකන්නෝ
4389,පුකයි
